,STATE,STATEABBRV,COUNTY,POPULATION,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,RESL_VALUE,RESL_SCORE,RESL_RATNG,RESL_SPCTL,COUNTY_Name,Access to Exercise Opportunities,Food Environment Index,Primary Care Physicians,Air Pollution: Particulate Matter,Broadband Access,Life Expectancy,Traffic Volume,Homeownership,Access to Parks,Average Temperature F,Maximum Temperature F,Minimum Temperature F,Precipitation_inches,median_sale_price,median_list_price,median_ppsf,homes_sold,new_listings,inventory,months_of_supply,median_dom_months,Unemployment_Rate,crime_rate_per_100000,Family,Monthly_Housing,Monthly_Food,Monthly_Transportation,Monthly_Healthcare,Monthly_Other Necessities ,Monthly_Childcare,Monthly_Taxes,Monthly_Total,ranking_score,RISK_RATNG_score,RESL_RATNG_score,rank
1850,NEW YORK,NY,CORTLAND,0.004670562,0.999142391,0.611394017,Very Low,0.680096902,0.772606935,0.851999969,Very High,0.740915466,CORTLAND,0.810100622,0.83,0.063232738,0.857142857,0.750344285,0.552074973,0.960473437,0.681721146,0.666453033,0.491610738,0.490740741,0.452542373,0.193562546,0.045355837,0.037760015,0.016272737,0.005625255,0.004723028,0.003360032,0.97979798,0.982955771,0.770588235,0.925536991,2p1c,0.870739866,0.819767446,0.358484948,0.523272446,0.852721105,0.707857853,0.799654101,0.81082509,0.599403112,1,1,490
2090,OHIO,OH,HOCKING,0.002796021,0.99939102,0.73042648,Very Low,0.741555875,0.674759294,0.564900017,Relatively Moderate,0.247035573,HOCKING,0.776720143,0.73,0.073569631,0.833333333,0.729567772,0.462523225,0.981705539,0.809137727,0.462495544,0.612416107,0.62654321,0.547457627,0.156839795,0.067807483,0.061939088,0.025765534,0.005572019,0.005303286,0.006375841,0.95959596,0.963322546,0.8,0.960242234,2p1c,0.90827666,0.893410812,0.314433319,0.722283899,0.908045621,0.780560323,0.910523372,0.91524916,0.599297027,1,1,491
1515,MISSOURI,MO,CHARITON,0.000729788,0.999479267,0.784532145,Very Low,0.881732256,0.723881604,0.721200027,Relatively High,0.764289397,CHARITON,0.386069115,0.81,0.023417222,0.841269841,0.658660486,0.538255237,0.997346593,0.830761706,0.014038877,0.640939597,0.652777778,0.579661017,0.170738844,0.057882402,0.039622544,0.015741034,0.000425887,0.000391337,0.000477803,0.95959596,0.889536138,0.858823529,0.820714784,2p1c,0.926191948,0.901162769,0.319054514,0.493643413,0.926600352,0.92453605,0.895532284,0.921601648,0.59928288,1,1,492
834,IOWA,IA,FLOYD,0.001554222,0.999047431,0.570655633,Very Low,0.567892362,0.779083612,0.867600021,Very High,0.533516988,FLOYD,0.7679657,0.84,0.067056571,0.843915344,0.650476412,0.563945021,0.969816943,0.763467119,0.418314456,0.523489933,0.543209877,0.459322034,0.179127042,0.029731995,0.027472731,0.010212505,0.002573066,0.002375008,0.002275985,0.96969697,0.976699029,0.817647059,0.89376805,2p1c,0.90770792,0.798449639,0.308408934,0.763352504,0.880316562,0.876769961,0.874001828,0.918877437,0.599244848,1,1,493
304,COLORADO,CO,SANMIGUEL,0.000793352,0.999414593,0.746976448,Very Low,0.486289526,0.635189264,0.444900017,Relatively Moderate,0.560770751,SAN MIGUEL,0.78666997,0.89,0.149343567,0.907407407,0.776216313,0.809230181,0.996269935,0.669583833,0.78666997,0.469798658,0.543209877,0.354237288,0.08041941,1,0.553787121,0.188876257,0.001100208,0.001538358,0.00305691,0.888888889,0.92793959,0.829411765,0.955470577,2p1c,0.602294917,0.786821708,0.208496071,0.670991579,0.598538233,0.496690202,0.603838345,0.558580717,0.599242795,1,1,494
1365,MINNESOTA,MN,LESUEUR,0.002857086,0.99928075,0.67504774,Very Low,0.58852392,0.878262444,0.984700012,Very High,0.838444414,LE SUEUR,0.732649787,0.94,0.023890584,0.854497354,0.775638015,0.642798194,0.995260276,0.831284483,0.103438655,0.508389262,0.509259259,0.466101695,0.161424043,0.07800028,0.066310929,0.023535909,0.005678491,0.005087376,0.004079305,0.96969697,0.981661273,0.788235294,0.975411945,2p1c,0.837184247,0.670542651,0.222455534,0.709592646,0.779368899,0.769544803,0.783625695,0.787246017,0.599225156,1,1,495
912,KANSAS,KS,CLARK,0.000192591,0.99967112,0.884150223,Very Low,0.965706757,0.723335064,0.718700027,Relatively High,0.636664784,CLARK,0.403817177,0.51,0.435652871,0.85978836,0.720137509,0.472790055,0.986961055,0.776767932,0.049861974,0.697986577,0.75617284,0.579661017,0.116947086,0.039338132,0.027937938,0.010732457,0.000141962,5.39775E-05,4.11013E-05,0.97979798,0.96828479,0.9,0.922048129,2p1c,0.902020527,0.883720944,0.189408788,0.431683171,0.899565288,0.853989858,0.825317499,0.839031122,0.599201967,1,1,496
3058,WISCONSIN,WI,BAYFIELD,0.001609991,0.9998306,0.954169319,Very Low,0.920289855,0.728560382,0.735199966,Relatively High,0.414361001,BAYFIELD,0.675462392,0.78,0.073884809,0.886243386,0.77415555,0.63134676,0.998671448,0.868184445,0.390012331,0.432885906,0.450617284,0.377966102,0.143233358,0.075930367,0.069023716,0.028686959,0.003797491,0.004034815,0.005368859,0.949494949,0.959439051,0.752941176,0.928564691,2p1c,0.895480025,0.839147266,0.211270706,0.650366255,0.880829988,0.779458805,0.842400848,0.852948753,0.59914674,1,1,497
361,FLORIDA,FL,INDIANRIVER,0.015956488,0.968964979,0.029280713,Relatively High,0.284702967,0.653106849,0.495499992,Relatively Moderate,0.850156333,INDIAN RIVER,0.867968809,0.73,0.108409309,0.828042328,0.776938306,0.603687274,0.965629418,0.814606485,0.188111748,0.937919463,0.893518519,0.913559322,0.225847354,0.098494506,0.083275253,0.032618913,0.063102231,0.071277242,0.11534055,0.929292929,0.946278317,0.811764706,0.82422867,2p1c,0.737086131,0.72286818,0.463173344,0.748533429,0.703102556,0.762935509,0.886725879,0.813485932,0.599137273,1,1,498
758,INDIANA,IN,MARSHALL,0.004597203,0.999056533,0.575111394,Very Low,0.556538924,0.720118615,0.705899963,Relatively High,0.465286132,MARSHALL,0.633127237,0.81,0.089637501,0.804232804,0.64957865,0.543953539,0.980192553,0.786047625,0.413906064,0.580536913,0.589506173,0.523728814,0.174640332,0.058924438,0.051661584,0.01933076,0.006760953,0.005856555,0.005533264,0.96969697,0.968932039,0.817647059,0.934681862,2p1c,0.900883049,0.879844962,0.362281546,0.803444391,0.897417612,0.827440952,0.908331148,0.940838234,0.599130109,1,1,499
2273,PENNSYLVANIA,PA,COLUMBIA,0.006457553,0.999201682,0.636537237,Very Low,0.659312135,0.776859415,0.860299988,Very High,0.775234499,COLUMBIA,0.739799465,0.83,0.098247533,0.817460317,0.734996621,0.559506221,0.961831874,0.723167976,0.102368409,0.548657718,0.555555556,0.5,0.182443307,0.052324965,0.045735722,0.016554745,0.007594982,0.006841644,0.006925571,0.96969697,0.960517799,0.805882353,0.927488667,2p1c,0.850265251,0.825581416,0.391234184,0.713889608,0.835720267,0.766753457,0.849173272,0.864535073,0.599116336,1,1,500
1265,MICHIGAN,MI,EATON,0.010890749,0.998158959,0.360598345,Relatively Low,0.26610791,0.813409108,0.930599976,Very High,0.830658603,EATON,0.749512251,0.78,0.056921512,0.828042328,0.806858939,0.573719307,0.9720348,0.762301613,0.294710328,0.553691275,0.552469136,0.511864407,0.162106803,0.062209888,0.050460296,0.019200038,0.020158643,0.017164834,0.01114873,0.97979798,0.981661273,0.805882353,0.900600356,2p1c,0.845649102,0.856589167,0.364407377,0.864427857,0.840396765,0.774303513,0.862972432,0.892689422,0.599109409,1,1,501
963,KANSAS,KS,MORRIS,0.0005303,0.999529116,0.812221515,Very Low,0.793600602,0.701744028,0.648000031,Relatively High,0.483681536,MORRIS,0.534719644,0.76,0.096484585,0.82010582,0.709881901,0.536011152,0.9999473,0.812768285,0.010954326,0.654362416,0.677469136,0.577966102,0.160107291,0.036431347,0.040015462,0.013672977,0.000780793,0.000634235,0.000493216,0.96969697,0.976483279,0.870588235,0.930520863,2p1c,0.892636329,0.846899223,0.267975479,0.728727676,0.88045866,0.909816553,0.889179107,0.919056876,0.599103809,1,1,502
2095,OHIO,OH,KNOX,0.006259165,0.999099147,0.591343094,Very Low,0.559019044,0.758670046,0.823399963,Very High,0.577883579,KNOX,0.68335964,0.77,0.068467942,0.830687831,0.758840656,0.555769996,0.980081083,0.770651835,0.252244065,0.58557047,0.600308642,0.523728814,0.174396489,0.066185738,0.057731814,0.022058305,0.01125051,0.009729438,0.008749441,0.96969697,0.96785329,0.823529412,0.960643342,2p1c,0.890361372,0.860465149,0.347858836,0.736017147,0.88227179,0.707857853,0.88778005,0.883859285,0.599092031,1,1,503
1110,KENTUCKY,KY,SHELBY,0.004785097,0.998189173,0.365372374,Relatively Low,0.1756917,0.764679617,0.836100006,Very High,0.974901186,SHELBY,0.701362738,0.9,0.060427375,0.804232804,0.841098614,0.552613565,0.974452024,0.760386232,0.119463227,0.66442953,0.675925926,0.6,0.22843209,0.08186235,0.067371678,0.023624036,0.009546963,0.0086229,0.006293638,0.97979798,0.978425027,0.811764706,0.926541962,2p1c,0.831496854,0.881782956,0.256046379,0.795914729,0.834713231,0.802855768,0.809763755,0.853903467,0.599071791,1,1,504
840,IOWA,IA,HAMILTON,0.001496655,0.999056762,0.575429663,Very Low,0.588174232,0.761436822,0.828799973,Very High,0.421966703,HAMILTON,0.745328812,0.89,0.04628391,0.838624339,0.676444921,0.576217676,0.969349781,0.757335912,0.51432941,0.540268456,0.564814815,0.471186441,0.162887101,0.038076775,0.031871361,0.015472246,0.002306887,0.001875717,0.001746806,0.96969697,0.973031284,0.858823529,0.810206132,2p1c,0.88382087,0.84883721,0.261647153,0.825312746,0.872976868,0.85841809,0.867678859,0.910848318,0.599052005,1,1,505
943,KANSAS,KS,JEFFERSON,0.001826968,0.999220819,0.645767027,Very Low,0.487634105,0.793992548,0.899100037,Very High,0.952192735,JEFFERSON,0.26606054,0.92,0.09356207,0.804232804,0.775086222,0.560570119,0.997610616,0.872891393,0.046983885,0.654362416,0.672839506,0.583050847,0.160156059,0.057042184,0.052424456,0.017668088,0.002945717,0.002725862,0.001952312,0.96969697,0.983387271,0.870588235,0.869757021,2p1c,0.909902164,0.748061992,0.203067057,0.742329784,0.867878814,0.775559286,0.839819717,0.857250725,0.598979959,1,1,506
2352,SOUTH CAROLINA,SC,HORRY,0.034831327,0.934510632,0.010184596,Relatively High,0.021825056,0.69119791,0.612999992,Relatively High,0.869049665,HORRY,0.785952158,0.76,0.107431302,0.849206349,0.836949942,0.512038085,0.965747305,0.778807785,0.23582667,0.773489933,0.770061728,0.718644068,0.239551329,0.08289306,0.067399106,0.028350606,0.251894309,0.250765805,0.422762933,0.939393939,0.930960086,0.817647059,0.648050194,2p1c,0.765807465,0.827519403,0.45685981,0.843296028,0.759275051,0.694374857,0.833542851,0.829419077,0.598962937,1,1,507
3110,WISCONSIN,WI,SAUK,0.006559795,0.998426491,0.403882877,Relatively Low,0.376482213,0.79337608,0.897799988,Very High,0.651405358,SAUK,0.742894941,0.9,0.17305161,0.838624339,0.773185424,0.58876188,0.951829476,0.750863671,0.308212825,0.520134228,0.540123457,0.459322034,0.19375762,0.07745455,0.065278034,0.024843133,0.013575142,0.011632144,0.011482678,0.96969697,0.969147789,0.864705882,0.920609101,2p1c,0.856521384,0.823643428,0.308851721,0.881805812,0.840868677,0.7188734,0.857908314,0.871782736,0.59893438,1,1,508
1586,MISSOURI,MO,SALINE,0.00232019,0.99893939,0.535327817,Very Low,0.55872143,0.725265092,0.726600037,Relatively High,0.781749441,SALINE,0.654052201,0.68,0.088758025,0.843915344,0.730320961,0.517452279,0.978109396,0.7270524,0.07178674,0.654362416,0.668209877,0.589830508,0.198098025,0.037995173,0.031570082,0.014354496,0.003744255,0.003387086,0.00305691,0.96969697,0.979503776,0.841176471,0.919128118,2p1c,0.921642033,0.889534913,0.401615051,0.542847125,0.919120281,0.903828913,0.907376121,0.936470314,0.598922991,1,1,509
1724,NEBRASKA,NE,MCPHERSON,3.34811E-05,0.99998959,0.999045194,Very Low,0.99315738,0.707839374,0.665199966,Relatively High,0.708529899,MCPHERSON,0.627441237,0.55,0,0.894179894,0.881946625,0.583861983,0.999998247,0.749180878,0.174782123,0.55704698,0.614197531,0.450847458,0.088466228,0.04041492,0.043099478,0.018321701,1.77453E-05,0,0,0.96969697,0.999137001,0.894117647,1,2p1c,0.904011115,0.864341048,0.145217436,0.433505524,0.895826944,0.840044187,0.834104763,0.828912307,0.598912821,1,1,510
3106,WISCONSIN,WI,RACINE,0.019736653,0.997071784,0.247931254,Relatively Low,0.125494071,0.889049444,0.988499985,Very High,0.9023935,RACINE,0.903215039,0.88,0.074363409,0.796296296,0.806640821,0.543032886,0.84307785,0.730563653,0.783388207,0.55033557,0.554012346,0.503389831,0.177029993,0.067369869,0.054249352,0.023549128,0.041435239,0.034302679,0.023874723,0.97979798,0.975404531,0.805882353,0.858595455,2p1c,0.842302901,0.817829459,0.41102926,0.762375786,0.826239698,0.523347746,0.795420197,0.795644741,0.598854342,1,1,511
397,FLORIDA,FL,WALTON,0.007510458,0.982664275,0.053150859,Relatively Moderate,0.449531001,0.649787589,0.486300011,Relatively Moderate,0.835171966,WALTON,0.717508798,0.77,0.077448913,0.806878307,0.814494611,0.570227593,0.980456465,0.792263971,0.355328332,0.848993289,0.844135802,0.786440678,0.275737625,0.171672797,0.160089061,0.060926925,0.05712207,0.073355374,0.141218962,0.909090909,0.933980583,0.852941176,0.794199865,2p1c,0.814150306,0.68023255,0.325221486,0.681106069,0.761145336,0.740904437,0.883094999,0.807805388,0.598807221,1,1,512
3089,WISCONSIN,WI,LINCOLN,0.0028333,0.999665898,0.880967537,Very Low,0.836627141,0.754455798,0.811600037,Very High,0.525911287,LINCOLN,0.666866092,0.87,0.084495987,0.849206349,0.692327262,0.543862737,0.964631734,0.805119092,0.382509238,0.441275168,0.464506173,0.379661017,0.159522068,0.059232312,0.049079132,0.019656832,0.005625255,0.00522232,0.005969965,0.95959596,0.957713053,0.829411765,0.910604281,2p1c,0.895480025,0.86821703,0.265049546,0.740507489,0.889159766,0.674811268,0.844663983,0.855700006,0.598793598,1,1,513
1485,MISSISSIPPI,MS,UNION,0.002764439,0.998975223,0.546785487,Very Low,0.722356117,0.636188053,0.4475,Relatively Moderate,0.791863492,UNION,0.375022501,0.71,0.061623856,0.814814815,0.567889231,0.48206455,0.986447192,0.767775233,0.111351118,0.766778523,0.771604938,0.7,0.244428188,0.056430812,0.04857778,0.018496487,0.002466595,0.002847311,0.003647741,0.939393939,0.965695793,0.882352941,0.987681166,2p1c,0.896048765,0.893410812,0.350156134,0.667365924,0.896897411,0.960316147,0.918533901,0.952211535,0.598719104,1,1,514
2509,TENNESSEE,TN,POLK,0.001745714,0.999552954,0.825270528,Very Low,0.856001664,0.533602602,0.1579,Very Low,0.22854171,POLK,0.65623575,0.78,0.058142608,0.849206349,0.689878543,0.414848796,0.99375137,0.863996533,0.5875513,0.703020134,0.714506173,0.633898305,0.2253109,0.083718862,0.069514437,0.026375082,0.002715028,0.003103704,0.00477289,0.939393939,0.958576052,0.788235294,0.82929054,2p1c,0.927578759,0.786821708,0.358299626,0.726665074,0.895100997,0.851059727,0.974298943,0.949760994,0.59870609,1,1,515
556,GEORGIA,GA,WILKINSON,0.000879103,0.999798913,0.9401655,Very Low,0.940810898,0.556763135,0.212299995,Relatively Low,0.381211624,WILKINSON,0.591533326,0.7,0.058517887,0.801587302,0.567349253,0.395654685,0.996325489,0.85258866,0.14407359,0.798657718,0.811728395,0.723728814,0.240136552,0.049647798,0.038602406,0.012045556,0.000780793,0.000701707,0.001078909,0.939393939,0.942826321,0.794117647,0.933544212,2p1c,0.901167418,0.843023241,0.32745091,0.843941037,0.88712587,0.879700092,0.894250241,0.944956298,0.598704131,1,1,516
869,IOWA,IA,MONTGOMERY,0.001026021,0.999110629,0.596435391,Very Low,0.638878908,0.752468521,0.807099991,Very High,0.330698287,MONTGOMERY,0.790125847,0.79,0.066753398,0.857142857,0.669498362,0.534050484,0.9769834,0.735214307,0.404453049,0.590604027,0.61882716,0.513559322,0.15079249,0.030777635,0.029962269,0.012778483,0.001508349,0.001470886,0.00156185,0.95959596,0.96763754,0.864705882,0.934401975,2p1c,0.90770792,0.827519403,0.310427897,0.728727676,0.88864634,0.868904875,0.871668569,0.91591529,0.598691031,1,1,517
416,GEORGIA,GA,BUTTS,0.002534768,0.999571552,0.83418205,Very Low,0.782956721,0.628850659,0.424599991,Relatively Moderate,0.71586248,BUTTS,0.616261697,0.76,0.046770881,0.80952381,0.726336331,0.446339073,0.984716357,0.729742417,0.057167571,0.780201342,0.797839506,0.698305085,0.27037308,0.070996915,0.058143866,0.021836518,0.005873689,0.005573173,0.006036755,0.95959596,0.971089536,0.847058824,0.841450145,2p1c,0.796235018,0.82945739,0.395091114,0.763112313,0.787571277,0.812174899,0.816205902,0.84756878,0.598680186,1,1,518
1263,MICHIGAN,MI,DELTA,0.003671226,0.999744525,0.922024188,Very Low,0.689461403,0.786312847,0.883499985,Very High,0.67341302,DELTA,0.767498577,0.74,0.140327869,0.867724868,0.715741332,0.559299183,0.974726285,0.807400638,0.161585779,0.456375839,0.461419753,0.415254237,0.158302853,0.040653033,0.035826047,0.015805661,0.006743208,0.005276297,0.005312344,0.96969697,0.971305286,0.711764706,0.850228063,2p1c,0.895480025,0.844961236,0.384904923,0.621208546,0.88249594,0.784966542,0.854714473,0.881785255,0.598672824,1,1,519
1304,MICHIGAN,MI,NEWAYGO,0.004986484,0.999357939,0.715149586,Very Low,0.495928378,0.701472441,0.646999969,Relatively High,0.358921853,NEWAYGO,0.813517948,0.78,0.06164761,0.846560847,0.66563089,0.561702728,0.99975083,0.887261656,0.557405258,0.523489933,0.540123457,0.462711864,0.161570349,0.058615534,0.050703105,0.023834074,0.009813142,0.009729438,0.007511264,0.96969697,0.989212513,0.764705882,0.857545923,2p1c,0.888370784,0.897286794,0.321393729,0.841713925,0.891007975,0.779679085,0.883036042,0.918198369,0.598656114,1,1,520
1146,LOUISIANA,LA,GRANT,0.002204555,0.999258646,0.663271801,Very Low,0.84708498,0.554648484,0.207800007,Relatively Low,0.15291502,GRANT,0.705399432,0.7,0.007746765,0.822751323,0.569336256,0.469700165,0.997113403,0.84302973,0.705399432,0.82885906,0.824074074,0.76779661,0.374981712,0.046977067,0.039760321,0.01597751,0.001756783,0.00148438,0.002019102,0.95959596,0.950377562,0.8,0.968960789,2p1c,0.907863921,0.85465118,0.334541046,0.571764585,0.896562987,0.80155594,0.867265173,0.88132363,0.598645235,1,1,521
1352,MINNESOTA,MN,HENNEPIN,0.128038484,0.979242947,0.044239338,Relatively High,0,0.877059222,0.984400024,Very High,0.826904729,HENNEPIN,0.991373828,0.92,0.207130016,0.804232804,0.850421292,0.633375553,0.826327666,0.646415659,0.888714189,0.508389262,0.512345679,0.466101695,0.162935869,0.096352,0.07913878,0.028920497,0.285060245,0.24917347,0.170960897,0.97979798,0.985544768,0.864705882,0.766322428,2p1c,0.680064234,0.651162778,0.51302855,0.934615893,0.630568693,0.412641697,0.688724147,0.670344131,0.598619383,1,1,522
1657,MONTANA,MT,SWEETGRASS,0.000360796,0.99967667,0.886696372,Very Low,0.501976285,0.701456594,0.646699982,Relatively High,0.856578204,SWEET GRASS,0.728113105,0.91,0.138805116,0.91005291,0.765575596,0.65430819,0.994949542,0.781969418,0.063621533,0.447986577,0.492283951,0.362711864,0.084418435,0.17580696,0.089929543,0.044147455,0.000621085,0.000688213,0.001248452,0.909090909,0.898813376,0.882352941,0.937876459,2p1c,0.895480025,0.742248053,0.246080647,0.922477137,0.853064154,0.709422058,0.83876958,0.867931804,0.59860725,1,1,523
461,GEORGIA,GA,GLYNN,0.008431238,0.990888733,0.091979631,Relatively Moderate,0.031570836,0.766052209,0.839899979,Very High,0.993685833,GLYNN,0.737381508,0.71,0.08944304,0.830687831,0.716602573,0.515540572,0.957030582,0.6884413,0.306891206,0.848993289,0.827160494,0.806779661,0.245598634,0.102391842,0.087385787,0.030796144,0.024825653,0.026219553,0.028899358,0.95959596,0.974110032,0.852941176,0.681207183,2p1c,0.810530801,0.763565905,0.455994055,0.841473734,0.781724042,0.812174899,0.835444453,0.871668802,0.598600213,1,1,524
2512,TENNESSEE,TN,ROANE,0.005327691,0.999070691,0.581158498,Very Low,0.623507385,0.640662992,0.458300018,Relatively Moderate,0.735801955,ROANE,0.697288593,0.75,0.073379648,0.854497354,0.750451468,0.462106843,0.981157849,0.796914159,0.022095723,0.704697987,0.709876543,0.644067797,0.211509388,0.08134159,0.071104603,0.024217428,0.01249268,0.012144929,0.013974445,0.95959596,0.9596548,0.805882353,0.858206271,2p1c,0.874152302,0.83139531,0.371052446,0.759467548,0.859164133,0.851059727,0.963717895,0.933381738,0.598596969,1,1,525
676,ILLINOIS,IL,MOULTRIE,0.001444984,0.999270448,0.669318905,Very Low,0.728357746,0.75010962,0.799199982,Relatively High,0.527551732,MOULTRIE,0.657579513,0.91,0.047486471,0.806878307,0.636018991,0.521945555,0.986161511,0.795093905,0.313575657,0.620805369,0.62345679,0.56779661,0.173860034,0.03401263,0.026945652,0.011637232,0.001597076,0.001497875,0.001315242,0.96969697,0.971305286,0.805882353,0.961694798,2p1c,0.923348251,0.912790708,0.297721028,0.508222297,0.92733965,0.773796809,0.815472978,0.862530143,0.598567978,1,1,526
659,ILLINOIS,IL,LIVINGSTON,0.003571283,0.998994041,0.554742202,Very Low,0.610245679,0.802975904,0.915299988,Very High,0.852359916,LIVINGSTON,0.675359486,0.82,0.082110019,0.796296296,0.717379541,0.531271516,0.980893903,0.758929756,0.459276839,0.600671141,0.612654321,0.540677966,0.154206291,0.034267991,0.029512158,0.012074932,0.006210849,0.005060387,0.004449217,0.96969697,0.968716289,0.776470588,0.870174798,2p1c,0.89974557,0.84883721,0.334964657,0.471775116,0.88749551,0.744429421,0.786167312,0.824461917,0.598560675,1,1,527
1168,LOUISIANA,LA,STBERNARD,0.004362036,0.994239532,0.133991088,Relatively Moderate,0.345108696,0.80447488,0.917900009,Very High,0.874505929,ST. BERNARD,0.652979618,0.58,0.042813238,0.825396825,0.719853257,0.47653871,0.971908343,0.720217541,0.321976967,0.889261745,0.828703704,0.884745763,0.388198,0.057686248,0.048495497,0.020106282,0.00594467,0.006639228,0.011472403,0.929292929,0.931175836,0.770588235,0.876813742,2p1c,0.804145708,0.835271284,0.410134801,0.619145885,0.796449471,0.78481233,0.828318756,0.828417525,0.598552168,1,1,528
